T_set,l_on,dT_err,p_term,i_term,Temperature,time,T_error,pidVal,d_term
74.0,False,0.0,0.0,0.0,53.937,0.0,-20.063,0.0,0.0
74.0,True,0.0,20.063,-0.0,53.937,0.166666666667,-20.063,20.063,-0.0
74.0,True,0.0063,20.0,-0.0,54.0,0.333333333333,-20.0,19.37,-0.63
74.0,True,0.0062,19.938,-0.0,54.062,0.5,-19.938,19.318,-0.62
74.0,True,0.0063,19.875,-0.0,54.125,0.666666666667,-19.875,19.245,-0.63
74.0,True,0.0062,19.813,-0.0,54.187,0.833333333333,-19.813,19.193,-0.62
74.0,True,0.0,19.813,-0.0,54.187,1.0,-19.813,19.813,-0.0
74.0,True,0.0125,19.688,-0.0,54.312,1.16666666667,-19.688,18.438,-1.25
74.0,True,0.0063,19.625,-0.0,54.375,1.33333333333,-19.625,18.995,-0.63
74.0,True,0.0,19.625,-0.0,54.375,1.5,-19.625,19.625,-0.0
74.0,True,0.0,19.625,-0.0,54.375,1.66666666667,-19.625,19.625,-0.0
74.0,True,0.0062,19.563,-0.0,54.437,1.83333333333,-19.563,18.943,-0.62
74.0,True,0.0,19.563,-0.0,54.437,2.0,-19.563,19.563,-0.0
74.0,True,0.0063,19.5,-0.0,54.5,2.16666666667,-19.5,18.87,-0.63
74.0,True,0.0062,19.438,-0.0,54.562,2.33333333333,-19.438,18.818,-0.62
74.0,True,0.0063,19.375,-0.0,54.625,2.5,-19.375,18.745,-0.63
74.0,True,0.0062,19.313,-0.0,54.687,2.66666666667,-19.313,18.693,-0.62
74.0,True,0.0063,19.25,-0.0,54.75,2.83333333333,-19.25,18.62,-0.63
74.0,True,0.0062,19.188,-0.0,54.812,3.0,-19.188,18.568,-0.62
74.0,True,0.0063,19.125,-0.0,54.875,3.16666666667,-19.125,18.495,-0.63
74.0,True,0.0062,19.063,-0.0,54.937,3.33333333333,-19.063,18.443,-0.62
74.0,True,0.0063,19.0,-0.0,55.0,3.5,-19.0,18.37,-0.63
74.0,True,0.0062,18.938,-0.0,55.062,3.66666666667,-18.938,18.318,-0.62
74.0,True,0.0063,18.875,-0.0,55.125,3.83333333333,-18.875,18.245,-0.63
74.0,True,0.0062,18.813,-0.0,55.187,4.0,-18.813,18.193,-0.62
74.0,True,0.0063,18.75,-0.0,55.25,4.16666666667,-18.75,18.12,-0.63
74.0,True,0.0062,18.688,-0.0,55.312,4.33333333333,-18.688,18.068,-0.62
74.0,True,0.0125,18.563,-0.0,55.437,4.5,-18.563,17.313,-1.25
74.0,True,0.0063,18.5,-0.0,55.5,4.66666666667,-18.5,17.87,-0.63
74.0,True,0.0062,18.438,-0.0,55.562,4.83333333333,-18.438,17.818,-0.62
74.0,True,0.0063,18.375,-0.0,55.625,5.0,-18.375,17.745,-0.63
74.0,True,0.0,18.375,-0.0,55.625,5.16666666667,-18.375,18.375,-0.0
74.0,True,0.0,18.375,-0.0,55.625,5.33333333333,-18.375,18.375,-0.0
74.0,True,0.0125,18.25,-0.0,55.75,5.5,-18.25,17.0,-1.25
74.0,True,0.0062,18.188,-0.0,55.812,5.66666666667,-18.188,17.568,-0.62
74.0,True,0.0,18.188,-0.0,55.812,5.83333333333,-18.188,18.188,-0.0
74.0,True,0.0063,18.125,-0.0,55.875,6.0,-18.125,17.495,-0.63
74.0,True,0.0125,18.0,-0.0,56.0,6.16666666667,-18.0,16.75,-1.25
74.0,True,0.0062,17.938,-0.0,56.062,6.33333333333,-17.938,17.318,-0.62
74.0,True,0.0063,17.875,-0.0,56.125,6.5,-17.875,17.245,-0.63
74.0,True,0.0062,17.813,-0.0,56.187,6.66666666667,-17.813,17.193,-0.62
74.0,True,0.0063,17.75,-0.0,56.25,6.83333333333,-17.75,17.12,-0.63
74.0,True,0.0,17.75,-0.0,56.25,7.0,-17.75,17.75,-0.0
74.0,True,0.0062,17.688,-0.0,56.312,7.16666666667,-17.688,17.068,-0.62
74.0,True,0.0063,17.625,-0.0,56.375,7.33333333333,-17.625,16.995,-0.63
74.0,True,0.0125,17.5,-0.0,56.5,7.5,-17.5,16.25,-1.25
74.0,True,0.0,17.5,-0.0,56.5,7.66666666667,-17.5,17.5,-0.0
74.0,True,0.0062,17.438,-0.0,56.562,7.83333333333,-17.438,16.818,-0.62
74.0,True,0.0063,17.375,-0.0,56.625,8.0,-17.375,16.745,-0.63
74.0,True,0.0125,17.25,-0.0,56.75,8.16666666667,-17.25,16.0,-1.25
74.0,True,0.0062,17.188,-0.0,56.812,8.33333333333,-17.188,16.568,-0.62
74.0,True,0.0063,17.125,-0.0,56.875,8.5,-17.125,16.495,-0.63
74.0,True,0.0,17.125,-0.0,56.875,8.66666666667,-17.125,17.125,-0.0
74.0,True,0.0062,17.063,-0.0,56.937,8.83333333333,-17.063,16.443,-0.62
74.0,True,0.0063,17.0,-0.0,57.0,9.0,-17.0,16.37,-0.63
74.0,True,0.0062,16.938,-0.0,57.062,9.16666666667,-16.938,16.318,-0.62
74.0,True,0.0063,16.875,-0.0,57.125,9.33333333333,-16.875,16.245,-0.63
74.0,True,0.0062,16.813,-0.0,57.187,9.5,-16.813,16.193,-0.62
74.0,True,0.0063,16.75,-0.0,57.25,9.66666666667,-16.75,16.12,-0.63
74.0,True,0.0062,16.688,-0.0,57.312,9.83333333333,-16.688,16.068,-0.62
74.0,True,0.0063,16.625,-0.0,57.375,10.0,-16.625,15.995,-0.63
74.0,True,0.0062,16.563,-0.0,57.437,10.1666666667,-16.563,15.943,-0.62
74.0,True,0.0063,16.5,-0.0,57.5,10.3333333333,-16.5,15.87,-0.63
74.0,True,0.0062,16.438,-0.0,57.562,10.5,-16.438,15.818,-0.62
74.0,True,0.0063,16.375,-0.0,57.625,10.6666666667,-16.375,15.745,-0.63
74.0,True,0.0062,16.313,-0.0,57.687,10.8333333333,-16.313,15.693,-0.62
74.0,True,0.0063,16.25,-0.0,57.75,11.0,-16.25,15.62,-0.63
74.0,True,0.0062,16.188,-0.0,57.812,11.1666666667,-16.188,15.568,-0.62
74.0,True,0.0063,16.125,-0.0,57.875,11.3333333333,-16.125,15.495,-0.63
74.0,True,0.0062,16.063,-0.0,57.937,11.5,-16.063,15.443,-0.62
74.0,True,0.0063,16.0,-0.0,58.0,11.6666666667,-16.0,15.37,-0.63
74.0,True,0.0062,15.938,-0.0,58.062,11.8333333333,-15.938,15.318,-0.62
74.0,True,0.0063,15.875,-0.0,58.125,12.0,-15.875,15.245,-0.63
74.0,True,0.0062,15.813,-0.0,58.187,12.1666666667,-15.813,15.193,-0.62
74.0,True,0.0063,15.75,-0.0,58.25,12.3333333333,-15.75,15.12,-0.63
74.0,True,0.0062,15.688,-0.0,58.312,12.5,-15.688,15.068,-0.62
74.0,True,0.0063,15.625,-0.0,58.375,12.6666666667,-15.625,14.995,-0.63
74.0,True,0.0062,15.563,-0.0,58.437,12.8333333333,-15.563,14.943,-0.62
74.0,True,0.0063,15.5,-0.0,58.5,13.0,-15.5,14.87,-0.63
74.0,True,0.0062,15.438,-0.0,58.562,13.1666666667,-15.438,14.818,-0.62
74.0,True,0.0125,15.313,-0.0,58.687,13.3333333333,-15.313,14.063,-1.25
74.0,True,0.0063,15.25,-0.0,58.75,13.5,-15.25,14.62,-0.63
74.0,True,0.0062,15.188,-0.0,58.812,13.6666666667,-15.188,14.568,-0.62
74.0,True,0.0063,15.125,-0.0,58.875,13.8333333333,-15.125,14.495,-0.63
74.0,True,0.0062,15.063,-0.0,58.937,14.0,-15.063,14.443,-0.62
74.0,True,0.0,15.063,-0.0,58.937,14.1666666667,-15.063,15.063,-0.0
74.0,True,0.0063,15.0,-0.0,59.0,14.3333333333,-15.0,14.37,-0.63
74.0,True,0.0125,14.875,-0.0,59.125,14.5,-14.875,13.625,-1.25
74.0,True,0.0,14.875,-0.0,59.125,14.6666666667,-14.875,14.875,-0.0
74.0,True,0.0125,14.75,-0.0,59.25,14.8333333333,-14.75,13.5,-1.25
74.0,True,0.0,14.75,-0.0,59.25,15.0,-14.75,14.75,-0.0
74.0,True,0.0062,14.688,-0.0,59.312,15.1666666667,-14.688,14.068,-0.62
74.0,True,0.0125,14.563,-0.0,59.437,15.3333333333,-14.563,13.313,-1.25
74.0,True,0.0,14.563,-0.0,59.437,15.5,-14.563,14.563,-0.0
74.0,True,0.0125,14.438,-0.0,59.562,15.6666666667,-14.438,13.188,-1.25
74.0,True,0.0063,14.375,-0.0,59.625,15.8333333333,-14.375,13.745,-0.63
74.0,True,0.0,14.375,-0.0,59.625,16.0,-14.375,14.375,-0.0
74.0,True,0.0062,14.313,-0.0,59.687,16.1666666667,-14.313,13.693,-0.62
74.0,True,0.0063,14.25,-0.0,59.75,16.3333333333,-14.25,13.62,-0.63
74.0,True,0.0062,14.188,-0.0,59.812,16.5,-14.188,13.568,-0.62
74.0,True,0.0125,14.063,-0.0,59.937,16.6666666667,-14.063,12.813,-1.25
74.0,True,0.0063,14.0,-0.0,60.0,16.8333333333,-14.0,13.37,-0.63
74.0,True,0.0062,13.938,-0.0,60.062,17.0,-13.938,13.318,-0.62
74.0,True,0.0,13.938,-0.0,60.062,17.1666666667,-13.938,13.938,-0.0
74.0,True,0.0125,13.813,-0.0,60.187,17.3333333333,-13.813,12.563,-1.25
74.0,True,0.0063,13.75,-0.0,60.25,17.5,-13.75,13.12,-0.63
74.0,True,0.0062,13.688,-0.0,60.312,17.6666666667,-13.688,13.068,-0.62
74.0,True,0.0063,13.625,-0.0,60.375,17.8333333333,-13.625,12.995,-0.63
74.0,True,0.0125,13.5,-0.0,60.5,18.0,-13.5,12.25,-1.25
74.0,True,0.0,13.5,-0.0,60.5,18.1666666667,-13.5,13.5,-0.0
74.0,True,0.0125,13.375,-0.0,60.625,18.3333333333,-13.375,12.125,-1.25
74.0,True,0.0,13.375,-0.0,60.625,18.5,-13.375,13.375,-0.0
74.0,True,0.0062,13.313,-0.0,60.687,18.6666666667,-13.313,12.693,-0.62
74.0,True,0.0125,13.188,-0.0,60.812,18.8333333333,-13.188,11.938,-1.25
74.0,True,0.0063,13.125,-0.0,60.875,19.0,-13.125,12.495,-0.63
74.0,True,0.0062,13.063,-0.0,60.937,19.1666666667,-13.063,12.443,-0.62
74.0,True,0.0,13.063,-0.0,60.937,19.3333333333,-13.063,13.063,-0.0
74.0,True,0.0125,12.938,-0.0,61.062,19.5,-12.938,11.688,-1.25
74.0,True,0.0,12.938,-0.0,61.062,19.6666666667,-12.938,12.938,-0.0
74.0,True,0.0125,12.813,-0.0,61.187,19.8333333333,-12.813,11.563,-1.25
74.0,True,0.0063,12.75,-0.0,61.25,20.0,-12.75,12.12,-0.63
74.0,True,0.0062,12.688,-0.0,61.312,20.1666666667,-12.688,12.068,-0.62
74.0,True,0.0063,12.625,-0.0,61.375,20.3333333333,-12.625,11.995,-0.63
74.0,True,0.0062,12.563,-0.0,61.437,20.5,-12.563,11.943,-0.62
74.0,True,0.0125,12.438,-0.0,61.562,20.6666666667,-12.438,11.188,-1.25
74.0,True,0.0,12.438,-0.0,61.562,20.8333333333,-12.438,12.438,-0.0
74.0,True,0.0063,12.375,-0.0,61.625,21.0,-12.375,11.745,-0.63
74.0,True,0.0125,12.25,-0.0,61.75,21.1666666667,-12.25,11.0,-1.25
74.0,True,0.0062,12.188,-0.0,61.812,21.3333333333,-12.188,11.568,-0.62
74.0,True,0.0,12.188,-0.0,61.812,21.5,-12.188,12.188,-0.0
74.0,True,0.0125,12.063,-0.0,61.937,21.6666666667,-12.063,10.813,-1.25
74.0,True,0.0063,12.0,-0.0,62.0,21.8333333333,-12.0,11.37,-0.63
74.0,True,0.0062,11.938,-0.0,62.062,22.0,-11.938,11.318,-0.62
74.0,True,0.0063,11.875,-0.0,62.125,22.1666666667,-11.875,11.245,-0.63
74.0,True,0.0062,11.813,-0.0,62.187,22.3333333333,-11.813,11.193,-0.62
74.0,True,0.0063,11.75,-0.0,62.25,22.5,-11.75,11.12,-0.63
74.0,True,0.0062,11.688,-0.0,62.312,22.6666666667,-11.688,11.068,-0.62
74.0,True,0.0063,11.625,-0.0,62.375,22.8333333333,-11.625,10.995,-0.63
74.0,True,0.0062,11.563,-0.0,62.437,23.0,-11.563,10.943,-0.62
74.0,True,0.0063,11.5,-0.0,62.5,23.1666666667,-11.5,10.87,-0.63
74.0,True,0.0062,11.438,-0.0,62.562,23.3333333333,-11.438,10.818,-0.62
74.0,True,0.0063,11.375,-0.0,62.625,23.5,-11.375,10.745,-0.63
74.0,True,0.0062,11.313,-0.0,62.687,23.6666666667,-11.313,10.693,-0.62
74.0,True,0.0063,11.25,-0.0,62.75,23.8333333333,-11.25,10.62,-0.63
74.0,True,0.0062,11.188,-0.0,62.812,24.0,-11.188,10.568,-0.62
74.0,True,0.0125,11.063,-0.0,62.937,24.1666666667,-11.063,9.813,-1.25
74.0,True,0.0063,11.0,-0.0,63.0,24.3333333333,-11.0,10.37,-0.63
74.0,True,0.0062,10.938,-0.0,63.062,24.5,-10.938,10.318,-0.62
74.0,True,0.0,10.938,-0.0,63.062,24.6666666667,-10.938,10.938,-0.0
74.0,True,0.0063,10.875,-0.0,63.125,24.8333333333,-10.875,10.245,-0.63
74.0,True,0.0062,10.813,-0.0,63.187,25.0,-10.813,10.193,-0.62
74.0,True,0.0063,10.75,-0.0,63.25,25.1666666667,-10.75,10.12,-0.63
74.0,True,0.0062,10.688,-0.0,63.312,25.3333333333,-10.688,10.068,-0.62
74.0,True,0.0063,10.625,-0.0,63.375,25.5,-10.625,9.995,-0.63
74.0,True,0.0062,10.563,-0.0,63.437,25.6666666667,-10.563,9.943,-0.62
74.0,True,0.0063,10.5,-0.0,63.5,25.8333333333,-10.5,9.87,-0.63
74.0,True,0.0125,10.375,-0.0,63.625,26.0,-10.375,9.125,-1.25
74.0,True,0.0062,10.313,-0.0,63.687,26.1666666667,-10.313,9.693,-0.62
74.0,True,0.0063,10.25,-0.0,63.75,26.3333333333,-10.25,9.62,-0.63
74.0,True,0.0062,10.188,-0.0,63.812,26.5,-10.188,9.568,-0.62
74.0,True,0.0063,10.125,-0.0,63.875,26.6666666667,-10.125,9.495,-0.63
74.0,True,0.0062,10.063,-0.0,63.937,26.8333333333,-10.063,9.443,-0.62
74.0,True,0.0,10.063,-0.0,63.937,27.0,-10.063,10.063,-0.0
74.0,True,0.0125,9.938,-0.0,64.062,27.1666666667,-9.938,8.688,-1.25
74.0,True,0.0063,9.875,-0.0,64.125,27.3333333333,-9.875,9.245,-0.63
74.0,True,0.0062,9.813,-0.0,64.187,27.5,-9.813,9.193,-0.62
74.0,True,0.0125,9.688,-0.0,64.312,27.6666666667,-9.688,8.438,-1.25
74.0,True,0.0063,9.625,-0.0,64.375,27.8333333333,-9.625,8.995,-0.63
74.0,True,0.0062,9.563,-0.0,64.437,28.0,-9.563,8.943,-0.62
74.0,True,0.0063,9.5,-0.0,64.5,28.1666666667,-9.5,8.87,-0.63
74.0,True,0.0062,9.438,-0.0,64.562,28.3333333333,-9.438,8.818,-0.62
74.0,True,0.0063,9.375,-0.0,64.625,28.5,-9.375,8.745,-0.63
74.0,True,0.0062,9.313,-0.0,64.687,28.6666666667,-9.313,8.693,-0.62
74.0,True,0.0063,9.25,-0.0,64.75,28.8333333333,-9.25,8.62,-0.63
74.0,True,0.0062,9.188,-0.0,64.812,29.0,-9.188,8.568,-0.62
74.0,True,0.0063,9.125,-0.0,64.875,29.1666666667,-9.125,8.495,-0.63
74.0,True,0.0062,9.063,-0.0,64.937,29.3333333333,-9.063,8.443,-0.62
74.0,True,0.0063,9.0,-0.0,65.0,29.5,-9.0,8.37,-0.63
74.0,True,0.0062,8.938,-0.0,65.062,29.6666666667,-8.938,8.318,-0.62
74.0,True,0.0125,8.813,-0.0,65.187,29.8333333333,-8.813,7.563,-1.25
74.0,True,0.0063,8.75,-0.0,65.25,30.0,-8.75,8.12,-0.63
74.0,True,0.0062,8.688,-0.0,65.312,30.1666666667,-8.688,8.068,-0.62
